domain,portal_system,portal_subdomain,confidence,detection_method,validated,doors
maregproperties.com,buildium,maregpropertymanagementllc.managebuilding.com,high,homepage_fetch,0,100
margpm.com,appfolio,miloffaubuchon.appfolio.com,high,homepage_fetch,1,200
maria-rentals.com,unknown,,low,not_found,0,100
mariangardensapartments.com,yardi,resource.rentcafe.com,high,playwright_homepage,0,100
mariehansenproperties.com,appfolio,mariehansen.appfolio.com,high,homepage_fetch,1,200
marigoldmgmt.com,appfolio,marigoldmgmt.appfolio.com,high,secondary_page:/tenants/,1,100
marinabaymanagement.com,unknown,,low,not_found,0,100
marionoaksrealty.com,appfolio,marionoaksrealty.appfolio.com,high,subdomain_probe,1,100
markenpropertymanagement.com,unknown,,low,not_found,0,100
marketforce.us,buildium,imat.managebuilding.com,high,homepage_fetch,0,100
marketplacehomes.com,custom:marketplacehomes.revela.co,,medium,homepage_custom_portal,0,0
marketstreetre.com,unknown,,low,not_found,0,100
markrent.com,rentvine,markbrowerproperties.rentvine.com,high,homepage_fetch,0,500
markusproperties.com,appfolio,pmmarkus.appfolio.com,high,homepage_fetch,1,0
marmotproperties.com,appfolio,2Fhallmarkreno.appfolio.com,low,homepage_fetch,0,100
maroondoormanagement.com,buildium,maroondoormanagement.managebuilding.com,high,homepage_fetch,0,100
marplespropertymanagement.com,appfolio,marplespropertymgmt.appfolio.com,high,homepage_fetch,1,100
marqueedc.com,unknown,,low,not_found,0,0
marqueepropertyinvestments.com,propertyware,marqueepropertymgmt.propertyware.com,high,homepage_fetch,0,100
marquettemanagement.com,realpage,,high,homepage_fetch,0,300
marshallreddick.com,appfolio,marshallreddick.appfolio.com,high,subdomain_probe,1,200
marshalsrentals.com,appfolio,,high,homepage_fetch,0,200
marshamarsh.com,unknown,,low,not_found,0,100
marshillpropertymanagement.com,propertyware,app.propertyware.com,high,homepage_fetch,0,400
marshmanagement.net,propertyware,app.propertyware.com,high,homepage_fetch,0,200
marterraproperties.com,appfolio,,high,homepage_fetch,0,100
martincommercial.com,yardi,,high,homepage_fetch,0,100
martinsignatureproperties.com,appfolio,martinmgmt.appfolio.com,high,link_redirect:followed_link:tenant portal,0,100
martinspropertymanagementofsc.net,unknown,,low,not_found,0,100
marvin-gardens.com,appfolio,,high,homepage_fetch,0,0
maryjaneroach.com,unknown,,low,not_found,0,
marylandrentalmanagement.com,buildium,marylandrentalmanagement.managebuilding.com,high,homepage_fetch,0,0
marylandspropertyteam.com,unknown,,low,not_found,0,0
marylynnrealty.com,unknown,,low,not_found,0,0
mascotproperties.com,doorloop,mascotproperties.app.doorloop.com,high,secondary_page:/owner-tenant-portal,0,100
mashcole.com,yardi,,high,homepage_fetch,0,200
masiello.com,unknown,,low,not_found,0,0
masonmanagementbos.com,buildium,masonmgmt.managebuilding.com,high,homepage_fetch,0,100
masterkeypm.com,appfolio,masterkeypm.appfolio.com,high,homepage_fetch,1,500
mastrocola.com,unknown,,low,not_found,0,100
matador4rent.com,unknown,,low,not_found,0,0
matchmakerpropertymanagement.com,appfolio,,high,homepage_fetch,0,100
matchmakerrealty.com,unknown,,low,not_found,0,200
matchpropertymanagers.com,unknown,,low,not_found,0,500
matcominc.com,appfolio,matcominc.appfolio.com,low,homepage_fetch,0,100
matelprop.com,appfolio,matelpm.appfolio.com,high,homepage_fetch,1,100
matikmanagement.com,yardi,,high,homepage_fetch,0,400
matrixrentals.com,buildium,matrixrealestate.managebuilding.com,high,homepage_fetch,0,0
mattospm.com,unknown,,low,not_found,0,100
matusichraich.com,appfolio,,high,homepage_fetch,0,0
maureenmackproperties.net,townsq,,high,homepage_fetch,0,100
mauzyproperties.com,buildium,mauzyproperties.managebuilding.com,high,homepage_fetch,0,0
mavenpropertiesnw.com,appfolio,,high,homepage_fetch,0,300
maviunlimited.com,appfolio,maviunlimited.appfolio.com,high,homepage_fetch,1,500
maxcelmanagement.com,unknown,,low,not_found,0,100
maxet.net,vantaca,,high,link_redirect:followed_link:member portal,0,200
maxfieldrents.com,appfolio,maxfield.appfolio.com,high,homepage_fetch,1,1100
maximamgmt.com,appfolio,maxima.appfolio.com,high,secondary_page:/owners/,1,100
maximumrealtypm.com,propertyware,app.propertyware.com,high,secondary_page:/tenant-corner/,0,100
maxmiaproperties.com,buildium,maxmia.managebuilding.com,high,homepage_fetch,0,100
maxpmia.com,appfolio,remaxconcepts.appfolio.com,low,homepage_fetch,0,100
maxpropertymanagement.com,appfolio,,high,homepage_fetch,0,100
maxwellkates.com,unknown,,low,not_found,0,500
mayapropertymanagement.com,appfolio,mpm.appfolio.com,high,homepage_fetch,1,0
maycorealestate.com,unknown,,low,not_found,0,200
mayfairpropertymanagement.com,buildium,mayfair.managebuilding.com,high,homepage_fetch,0,300
maymgt.com,vantaca,,high,homepage_fetch,0,100
maypm.com,appfolio,maymanagement.appfolio.com,high,subdomain_probe,1,200
maywalt.com,unknown,,low,not_found,0,0
mazasmanagement.com,propertyware,app.propertyware.com,high,homepage_fetch,0,0
mbcornerstones.com,unknown,,low,not_found,0,100
mbrrental.com,unknown,,low,not_found,0,0
mbsrrentals.com,appfolio,mbsrrentals.appfolio.com,low,homepage_fetch,0,100
mbvacationhomerentals.com,happystays,mbvacationhomerentals.happystays.com,high,homepage_fetch,0,700
mccawpropertymanagement.com,unknown,,low,not_found,0,1200
mccluregrouprealty.com,unknown,,low,not_found,0,200
mccourtrealestate.com,appfolio,mccourtpm.appfolio.com,high,homepage_fetch,1,200
mccrealty.com,cincwebaxis,mccrealty.cincwebaxis.com,high,secondary_page:/portal-login,0,100
mcdanielleasingcompany.com,unknown,,low,not_found,0,100
mcdonaldcompanies.com,unknown,,low,not_found,0,100
mcenearneypm.com,appfolio,mcenearney.appfolio.com,high,homepage_fetch,1,100
mcghomestead.com,appfolio,homesteadrentalsandsales.appfolio.com,high,secondary_page:/owners/,1,100
mcginnisrealty.com,unknown,,low,not_found,0,100
mcglynncompany.com,unknown,,low,not_found,0,100
mcgrathmanagementllc.com,appfolio,mcgrathmgmtservices.appfolio.com,high,homepage_fetch,1,0
mcgrathpg.com,unknown,,low,not_found,0,100
mcgrawpropertymanagement.com,appfolio,mcgraw.appfolio.com,high,homepage_fetch,1,100
mcgrawrealtors.com,unknown,,low,not_found,0,400
mckaymanagement.com,townsq,app.townsq.io,high,homepage_fetch,0,300
mckennapropertymanagement.com,appfolio,,high,homepage_fetch,0,1000
mckennavanepm.com,appfolio,mckennavanepm.appfolio.com,high,subdomain_probe,1,100
mckinley.com,yardi,amalfi-mckinley.rentcafe.com,high,secondary_page:/residents/,0,200
mckownproperties.net,unknown,,low,not_found,0,100
mclainproperties.com,appfolio,barbaramclain.appfolio.com,high,homepage_fetch,1,200
mcnabbgroup.com,unknown,,low,not_found,0,100
mcneeley.com,appfolio,jmre.appfolio.com,high,homepage_fetch,1,200
mcneilmsi.com,unknown,,low,not_found,0,100
mcniecemanagement.com,unknown,,low,not_found,0,100
mcpmbillings.com,unknown,,low,not_found,0,100
mcprent.com,appfolio,,high,homepage_fetch,0,100
mcquartersrealty.com,rentmanager,mcqr.twa.rentmanager.com,high,homepage_fetch,0,0
mcrmanagement.com,unknown,,low,not_found,0,100
mcsherryproperties.com,appfolio,jgmcsherry.appfolio.com,low,homepage_fetch,0,0
mcwrightpm.com,rentvine,nefrealty.rentvine.com,high,homepage_fetch,0,100
mdsquaredpropertygroup.com,appfolio,mdsquaredpropertygroup.appfolio.com,high,subdomain_probe,1,100
meadowlarkpm.com,unknown,,low,not_found,0,100
meadowsrentals.com,rentvine,meadowsrentals.rentvine.com,high,homepage_fetch,0,200
mealermanagement.com,unknown,,low,not_found,0,100
meccapm.com,appfolio,meccapm.appfolio.com,high,subdomain_probe,1,100
medallionmgmt.com,realpage,augustagreen.loftliving.com,high,secondary_page:/pay-rent/,0,200
medallionpropertymanagement.com,appfolio,medallionpm.appfolio.com,high,homepage_fetch,1,200
mediatemanagement.com,yardi,mediatemanagement.rentcafe.com,high,homepage_fetch,0,200
meerandco.com,unknown,,low,not_found,0,200
megaagentrentals.com,unknown,,low,not_found,0,100
megacleanpgh.com,guesty,,high,homepage_fetch,0,400
megalodonpropertymanagement.com,unknown,,low,not_found,0,100
mekalmgmt.com,appfolio,mekalmgmt.appfolio.com,high,subdomain_probe,1,100
melfostercommercial.com,unknown,,low,not_found,0,100
melroserealtyok.com,appfolio,melroserealty.appfolio.com,low,homepage_fetch,0,200
melterproperties.com,appfolio,melterproperties.appfolio.com,high,subdomain_probe,1,100
memphis-propertymanagement.com,propertyware,app.propertyware.com,high,homepage_fetch,0,500
memphisproperty.management,appfolio,evernest.appfolio.com,low,homepage_fetch,0,1400
memphispropertymanagement.com,unknown,,low,not_found,0,100
memphisrentalhomes.com,appfolio,cbpropertiesofmemphis.appfolio.com,low,homepage_fetch,0,800
mendescompany.com,unknown,,low,cleared:false_positive_generic_subdomain,0,1400
menlocre.com,appfolio,menlogroupcre.appfolio.com,low,homepage_fetch,0,300
merakipropertymanagement.com,unknown,,low,not_found,0,100
mercurypropertymanagement.com,unknown,,low,not_found,0,200
merealtyllc.com,unknown,,low,not_found,0,100
mergemanagement.com,unknown,,low,not_found,0,100
meridian806.com,appfolio,,high,homepage_fetch,0,200
meridiangroupinc.net,yardi,chula-vista-rentcafewebsite.rentcafe.com,high,secondary_page:/n-property/properties.asp?property_type=Residential+for+Lease&property_subtype=Senior,0,100
meridiangrouprem.com,rentmanager,mgrem.twa.rentmanager.com,high,homepage_fetch,0,200
meridianpropertymanagement.com,appfolio,meridianprop.appfolio.com,high,homepage_fetch,1,600
meridianpropertysolutions.com,rentmanager,merr.twa.rentmanager.com,high,homepage_fetch,0,300
meridianresidentialgroup.com,appfolio,,high,homepage_fetch,0,100
meridianservices.com,unknown,,low,not_found,0,100
merrimackrealtygroup.net,appfolio,merrimack.appfolio.com,high,homepage_fetch,1,100
mesaproperties.net,appfolio,laverne.appfolio.com,high,homepage_fetch,1,600
mesapropertymanagement.com,propertyware,app.propertyware.com,high,homepage_fetch,0,200
mesapropertymanagementinc.com,propertyware,app.propertyware.com,high,homepage_fetch,0,200
messbargerrentals.com,buildium,messbargerpropertymanagement.managebuilding.com,high,homepage_fetch,0,100
messickproperties.com,appfolio,messick.appfolio.com,high,homepage_fetch,1,200
messinarentals.com,appfolio,messinapropertymanagementllc.appfolio.com,high,homepage_fetch,1,100
metastoneproperties.com,appfolio,,high,homepage_fetch,0,100
metro-pmg.com,rentmanager,mpmg.twa.rentmanager.com,high,secondary_page:/tenantservices,0,100
metro-property.com,appfolio,,high,homepage_fetch,0,100
metrobrokers.com,unknown,,low,not_found,0,0
metrobrokersonline.com,unknown,,low,not_found,0,100
metrodetroitrpm.com,appfolio,rpmmi003.appfolio.com,low,secondary_page:/tenants/,0,400
metrofla.com,rentmanager,mrl.owa.rentmanager.com,high,homepage_fetch,0,100
metrohudsonmgmt.com,unknown,,low,not_found,0,100
metrokcrentals.com,appfolio,metrorentals.appfolio.com,low,homepage_fetch,0,100
metropolitanphilly.com,appfolio,metropolitanphilly.appfolio.com,high,subdomain_probe,1,0
metropolitanpropertiesdc.com,unknown,,low,not_found,0,200
metroprop.com,unknown,,low,not_found,0,300
metropropertiesrichmond.com,appfolio,,high,homepage_fetch,0,200
metropropertymgt.com,vantaca,,high,link_redirect:followed_link:homeowner portal,0,100
metrorealtyky.com,unknown,,low,not_found,0,100
metrowestrpm.com,appfolio,rpmma003.appfolio.com,high,secondary_page:/tenants/,1,100
metzgerpropertymgmt.com,yardi,,high,homepage_fetch,0,100
mexellpropertymanagementllc.com,appfolio,mexell.appfolio.com,low,homepage_fetch,0,200
meybohm.com,unknown,,low,not_found,0,500
meyersmanagement.com,appfolio,,high,homepage_fetch,0,200
mfpmanagement.com,appfolio,missionfieldpm.appfolio.com,high,homepage_fetch,1,100
mg-mgt.com,unknown,,low,not_found,0,200
mgcleasing.com,appfolio,mgcleasing.appfolio.com,high,homepage_fetch,1,300
mgmmgmt.net,rentmanager,,high,homepage_fetch,0,100
mgmtadvantage.com,appfolio,,high,homepage_fetch,0,200
mgrealestatepros.com,unknown,,low,not_found,0,100
mgrmgmt.com,appfolio,mgrmgmt.appfolio.com,high,subdomain_probe,1,200
mgtpm.com,appfolio,,high,homepage_fetch,0,100
mgtspec.com,appfolio,managementspecialists.appfolio.com,high,homepage_fetch,1,100
mgxpm.com,doorloop,2Fb51b94be.app.doorloop.com,high,homepage_fetch,0,100
mhmhotels.com,unknown,,low,not_found,0,0
mhnproperties.com,appfolio,mhnpropertymanagement.appfolio.com,high,subdomain_probe,1,400
mhprent.com,unknown,,low,not_found,0,100
miamadisonproperties.com,rentmanager,,low,recovery:dns_spf,0,200
miami-dadepropertymanagement.com,unknown,,low,not_found,0,100
miami-propertymanagement.net,propertyware,app.propertyware.com,high,homepage_fetch,0,200
miamiflpropertymanagementinc.com,rentvine,pmitopfloridaproperties.rentvine.com,high,homepage_fetch,0,100
miamimanagement.com,unknown,,low,not_found,0,1100
miamipropertymanagement.com,propertyware,app.propertyware.com,high,secondary_page:/login/,0,200
miamipropertymanagementllc.com,unknown,,low,not_found,0,100
miamirealtysolution.com,unknown,,low,not_found,0,300
michianare.com,appfolio,centralmgmt.appfolio.com,low,homepage_fetch,0,100
michigan.gov,unknown,,low,not_found,0,100
michiganmanagement.com,buildium,michiganmanagement.managebuilding.com,high,secondary_page:/owner-sign-in.html,0,200
michiganrental.com,appfolio,michiganrental.appfolio.com,low,homepage_fetch,0,200
micozzicompanies.com,yardi,apartments-micozzicompanies.rentcafe.com,high,homepage_fetch,0,200
mid-northern.com,unknown,,low,not_found,0,100
midasnyc.com,unknown,,low,not_found,0,100
midcitipm.com,unknown,,low,not_found,0,100
midcitymgmt.com,appfolio,,high,homepage_fetch,0,0
midcontinentmgmt.com,rentmanager,mcmc.twa.rentmanager.com,high,homepage_fetch,0,200
middelrealty.com,propertyware,app.propertyware.com,high,secondary_page:/contact/,0,200
middletonfamilymed.com,unknown,,low,not_found,0,0
midgaforrent.com,buildium,fhgpropertymanagement.managebuilding.com,high,homepage_fetch,0,100
midlandspm.com,propertyware,app.propertyware.com,high,homepage_fetch,0,100
midlandtexas.com,unknown,,low,not_found,0,100
midlothianallyster.com,unknown,,low,not_found,0,100
midpointdetroit.com,propertyware,app.propertyware.com,high,homepage_fetch,0,100
midsouthbestrentals.com,tenant_turner,,high,link_redirect:direct_link:view listings,0,600
midsouthmodest.com,appfolio,midsouthmodest.appfolio.com,high,subdomain_probe,1,100
midstatesdev.com,unknown,,low,not_found,0,100
midtown250apartments.com,unknown,,low,not_found,0,100
midtownerealty.net,appfolio,midtowne.appfolio.com,high,subdomain_probe,1,200
midtownmanagement.com,appfolio,midtownmgmt.appfolio.com,high,homepage_fetch,1,100
midtownmeridianrealty.com,appfolio,,high,homepage_fetch,0,100
midtownpropertymgt.com,unknown,,low,not_found,0,200
midwestexpansion.com,unknown,,low,not_found,0,100
midwestpmi.com,rentvine,pmimidwest.rentvine.com,high,homepage_fetch,0,1000
midwestpropertymgt.com,unknown,,low,not_found,0,100
midwestpropertyresources.com,appfolio,,high,homepage_fetch,0,200
miforrent.com,unknown,,low,not_found,0,500
mig.properties,appfolio,,high,homepage_fetch,0,100
miguelportales.com,unknown,,low,not_found,0,100
mikeschaapbuilders.com,unknown,,low,not_found,0,100
mikezrentals.com,guesty,,high,homepage_fetch,0,200
milarealty.com,buildium,orlandopropertymanagers.managebuilding.com,high,homepage_fetch,0,500
milestonepm.net,appfolio,,high,homepage_fetch,0,200
milestoneres.com,appfolio,milestoneres.appfolio.com,high,homepage_fetch,1,200
militaryprime.com,buildium,atlanticpropertymanagement1.managebuilding.com,high,secondary_page:/applyhere,0,100
militaryrelocator.com,unknown,,low,not_found,0,300
millanenterprises.com,appfolio,millanenterprises.appfolio.com,high,homepage_fetch,1,400
millcitypm.com,buildium,millcitypm.managebuilding.com,medium,subdomain_probe,1,100
millenniummn.com,appfolio,millenniummn.appfolio.com,high,homepage_fetch,1,300
millerandhinkle.com,appfolio,,high,homepage_fetch,0,100
millerbuildingllc.com,unknown,,low,not_found,0,100
millerdiversified.com,unknown,,low,not_found,0,100
millerhs.com,unknown,,low,not_found,0,0
millerspropertymanagement.com,unknown,,low,not_found,0,100
millhouseproperties.com,appfolio,millhousehoa.appfolio.com,low,homepage_fetch,0,200
millspropertybg.com,unknown,,low,not_found,0,200
miltonlakvold.com,buildium,miltonlakvoldrealestate.managebuilding.com,high,homepage_fetch,0,100
milwaukeepm.com,appfolio,milwaukeepm.appfolio.com,high,homepage_fetch,1,100
mindersaz.com,buildium,mindersaz.managebuilding.com,high,homepage_fetch,0,200
minneapolispropertymanagement.net,propertyware,app.propertyware.com,high,homepage_fetch,0,300
minnickmanagement.com,appfolio,,high,homepage_fetch,0,0
minnixproperties.com,appfolio,minnixpm.appfolio.com,high,subdomain_probe,1,1400
minstermanagement.com,buildium,minstermanagementllc.managebuilding.com,high,homepage_fetch,0,100
mintblack.com,unknown,,low,not_found,0,0
mintyliving.com,unknown,,low,not_found,0,600
mirage-properties.com,unknown,,low,not_found,0,300
mirimarproperties.com,unknown,,low,not_found,0,100
misnerre.com,unknown,,low,not_found,0,0
missioncitypm.com,rentvine,missioncitypm.rentvine.com,high,homepage_fetch,0,100
missionpropertymanagement.com,appfolio,missionpmandsales.appfolio.com,low,homepage_fetch,0,100
missionpropertymgmt.com,doorloop,missionpropertymgmt.app.doorloop.com,high,homepage_fetch,0,60
missionrealty.com,unknown,,low,not_found,0,0
missourivalleyrentals.com,appfolio,mvr.appfolio.com,low,homepage_fetch,0,100
mistrpm.com,unknown,,low,not_found,0,100
mitchcox.com,yardi,,high,homepage_fetch,0,100
mixpropertymanagement.com,appfolio,,high,homepage_fetch,0,100
mkbpropertymanagement.com,appfolio,mkb.appfolio.com,high,homepage_fetch,1,100
mkcnola.com,appfolio,,high,homepage_fetch,0,200
mkddypm.com,unknown,,low,not_found,0,100
mkjas.com,unknown,,low,not_found,0,100
mkpropertymgt.com,appfolio,mkpm.appfolio.com,high,homepage_fetch,1,100
mlmc.propertyware.com,propertyware,app.propertyware.com,high,homepage_fetch,0,0
mlp-tx.com,unknown,,low,not_found,0,0
mlpmgt.com,unknown,,low,not_found,0,0
mlsullivanpropertymanagement.com,buildium,mlsullivan1.managebuilding.com,high,secondary_page:/tenants/,0,200
mmcre.com,unknown,,low,not_found,0,0
mmgapts.com,yardi,,high,homepage_fetch,0,200
mmgmgt.com,unknown,,low,not_found,0,0
